remark,"CSV-Import-Export"
remark,"Date = Thu Sep 23 15:39:16 2021"
remark,"Version = RSLogix 5000 v13.04"
remark,"Owner = Rodney Howard"
remark,"Company = BIS Cleanaway Limited"
0.2
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER
COMMENT,"","DN02:I","=5_1_2VF08$NValve closed",,"DN02:I.DATA[0].1"
COMMENT,"","DN02:I","=5_1_2VBW19$NValve open",,"DN02:I.DATA[0].2"
COMMENT,"","DN02:I","=5_1_2VBW19$NValve closed",,"DN02:I.DATA[0].3"
COMMENT,"","DN02:I","=5_1_2VF14$NValve open",,"DN02:I.DATA[0].4"
COMMENT,"","DN02:I","=5_1_2VF14$NValve closed",,"DN02:I.DATA[0].5"
COMMENT,"","DN02:I","=5_1_2VBCM06$NValve open",,"DN02:I.DATA[0].6"
COMMENT,"","DN02:I","=5_1_2VBCM06$NValve closed",,"DN02:I.DATA[0].7"
COMMENT,"","DN02:I","=5_1_2VBCM05$NValve open",,"DN02:I.DATA[0].8"
COMMENT,"","DN02:I","=5_1_2VBCM05$NValve closed",,"DN02:I.DATA[0].9"
COMMENT,"","DN02:I","=5_1_2VBCM15$NValve open",,"DN02:I.DATA[0].10"
COMMENT,"","DN02:I","=5_1_2VBCM15$NValve closed",,"DN02:I.DATA[0].11"
COMMENT,"","DN02:I","=5_1_2VBCM16$NValve open",,"DN02:I.DATA[0].12"
COMMENT,"","DN02:I","=5_1_2VBCM16$NValve closed",,"DN02:I.DATA[0].13"
COMMENT,"","DN02:I","=5_1_2ZBC26$NValve open",,"DN02:I.DATA[0].14"
COMMENT,"","DN02:I","=5_1_2ZBC26$NValve closed",,"DN02:I.DATA[0].15"
COMMENT,"","DN02:I","=5_1_2ZBC31$NValve open",,"DN02:I.DATA[0].16"
COMMENT,"","DN02:I","=5_1_2ZBC31$NValve closed",,"DN02:I.DATA[0].17"
COMMENT,"","DN02:I","=5_1_2ZS72_1$NValve open",,"DN02:I.DATA[0].18"
COMMENT,"","DN02:I","=5_1_2ZS72_1$NValve closed",,"DN02:I.DATA[0].19"
COMMENT,"","DN02:I","=5_1_2ZS72_2$NValve open",,"DN02:I.DATA[0].20"
COMMENT,"","DN02:I","=5_1_2ZS72_2$NValve closed",,"DN02:I.DATA[0].21"
COMMENT,"","DN02:I","=5_1_2ZS72_3$NValve open",,"DN02:I.DATA[0].22"
COMMENT,"","DN02:I","=5_1_2ZS72_3$NValve closed",,"DN02:I.DATA[0].23"
UNUSED_COMMENT,"","DN02:I","=5_1_2VBCM05$NValve open",,"DN02:I.DATA[1].0"
UNUSED_COMMENT,"","DN02:I","=5_1_2VBCM05$NValve closed",,"DN02:I.DATA[1].1"
UNUSED_COMMENT,"","DN02:I","=5_1_2VBCM15$NValve open",,"DN02:I.DATA[1].2"
UNUSED_COMMENT,"","DN02:I","=5_1_2VBCM15$NValve closed",,"DN02:I.DATA[1].3"
UNUSED_COMMENT,"","DN02:I","=5_1_2VBCM16$NValve open",,"DN02:I.DATA[1].4"
UNUSED_COMMENT,"","DN02:I","=5_1_2VBCM16$NValve closed",,"DN02:I.DATA[1].5"
UNUSED_COMMENT,"","DN02:I","=5_1_2ZBC26$NValve open",,"DN02:I.DATA[1].6"
UNUSED_COMMENT,"","DN02:I","=5_1_2ZBC26$NValve closed",,"DN02:I.DATA[1].7"
UNUSED_COMMENT,"","DN02:I","=5_1_2ZBC31$NValve open",,"DN02:I.DATA[2].0"
UNUSED_COMMENT,"","DN02:I","=5_1_2ZBC31$NValve closed",,"DN02:I.DATA[2].1"
UNUSED_COMMENT,"","DN02:I","=5_1_2ZS72_1$NValve open",,"DN02:I.DATA[2].2"
UNUSED_COMMENT,"","DN02:I","=5_1_2ZS72_1$NValve closed",,"DN02:I.DATA[2].3"
UNUSED_COMMENT,"","DN02:I","=5_1_2ZS72_2$NValve open",,"DN02:I.DATA[2].4"
UNUSED_COMMENT,"","DN02:I","=5_1_2ZS72_2$NValve closed",,"DN02:I.DATA[2].5"
UNUSED_COMMENT,"","DN02:I","=5_1_2ZS72_3$NValve open",,"DN02:I.DATA[2].6"
UNUSED_COMMENT,"","DN02:I","=5_1_2ZS72_3$NValve closed",,"DN02:I.DATA[2].7"
TAG,"","DN02:O","","AB:1788_CN2DN_8Bytes:O:0",""
COMMENT,"","DN02:O","=5_1_2VF08$Nopen valve",,"DN02:O.DATA[0].0"
COMMENT,"","DN02:O","=5_1_2VBW19$Nopen valve",,"DN02:O.DATA[0].2"
COMMENT,"","DN02:O","=5_1_2VF14$Nopen valve",,"DN02:O.DATA[0].4"
COMMENT,"","DN02:O","=5_1_2VBCM06$Nopen valve",,"DN02:O.DATA[0].6"
COMMENT,"","DN02:O","=5_1_2VBCM05$Nopen valve",,"DN02:O.DATA[0].8"
COMMENT,"","DN02:O","=5_1_2VBCM15$Nclose valve",,"DN02:O.DATA[0].10"
COMMENT,"","DN02:O","=5_1_2VBCM16$Nopen valve",,"DN02:O.DATA[0].12"
UNUSED_COMMENT,"","DN02:O","=5_1_2VBCM05$Nopen valve",,"DN02:O.DATA[1].1"
UNUSED_COMMENT,"","DN02:O","=5_1_2VBCM15$Nclose valve",,"DN02:O.DATA[1].3"
UNUSED_COMMENT,"","DN02:O","=5_1_2VBCM16$Nopen valve",,"DN02:O.DATA[1].5"
TAG,"","DN02:S","","AB:1788_CN2DN_128Bytes:S:0",""
COMMENT,"","DN02:S","DeviceNet Node 3 Has Failed$N(off ControlNet$NNode/Rack 6)",,"DN02:S.DEVICEFAILUREREGISTER[0].3"
COMMENT,"","DN02:S","DeviceNet Node 3 Status Code$N(off ControlNet$NNode/Rack 6)$NAsco Sol. Block is DN Node 3",,"DN02:S.DEVICESTATUS[3]"
COMMENT,"","DN02:S","DeviceNet Node 6 Status Code$N(off ControlNet$NNode/Rack 6)$NCN2DN Module is DN Node 6",,"DN02:S.DEVICESTATUS[6]"
TAG,"","DN01:I","","AB:1788_CN2DN_8Bytes:I:0",""
COMMENT,"","DN01:I","=5_1_1VF08$NValve open",,"DN01:I.DATA[0].0"
COMMENT,"","DN01:I","=5_1_1VF08$NValve closed",,"DN01:I.DATA[0].1"
COMMENT,"","DN01:I","=5_1_1VBW19$NValve open",,"DN01:I.DATA[0].2"
COMMENT,"","DN01:I","=5_1_1VBW19$NValve closed",,"DN01:I.DATA[0].3"
COMMENT,"","DN01:I","=5_1_1VF14$NValve open",,"DN01:I.DATA[0].4"
COMMENT,"","DN01:I","=5_1_1VF14$NValve closed",,"DN01:I.DATA[0].5"
COMMENT,"","DN01:I","=5_1_1VBCM06$NValve open",,"DN01:I.DATA[0].6"
COMMENT,"","DN01:I","=5_1_1VBCM06$NValve closed",,"DN01:I.DATA[0].7"
COMMENT,"","DN01:I","=5_1_1VBCM05$NValve open",,"DN01:I.DATA[0].8"
COMMENT,"","DN01:I","=5_1_1VBCM05$NValve closed",,"DN01:I.DATA[0].9"
COMMENT,"","DN01:I","=5_1_1VBCM15$NValve open",,"DN01:I.DATA[0].10"
COMMENT,"","DN01:I","=5_1_1VBCM15$NValve closed",,"DN01:I.DATA[0].11"
COMMENT,"","DN01:I","=5_1_1VBCM16$NValve open",,"DN01:I.DATA[0].12"
COMMENT,"","DN01:I","=5_1_1VBCM16$NValve closed",,"DN01:I.DATA[0].13"
COMMENT,"","DN01:I","=5_1_1ZBC26$NValve open",,"DN01:I.DATA[0].14"
COMMENT,"","DN01:I","=5_1_1ZBC26$NValve closed",,"DN01:I.DATA[0].15"
COMMENT,"","DN01:I","=5_1_1ZBC31$NValve open",,"DN01:I.DATA[0].16"
COMMENT,"","DN01:I","=5_1_1ZBC31$NValve closed",,"DN01:I.DATA[0].17"
COMMENT,"","DN01:I","=5_1_1ZS71_1$NValve open",,"DN01:I.DATA[0].18"
COMMENT,"","DN01:I","=5_1_1ZS71_1$NValve closed",,"DN01:I.DATA[0].19"
COMMENT,"","DN01:I","=5_1_1ZS71_2$NValve open",,"DN01:I.DATA[0].20"
COMMENT,"","DN01:I","=5_1_1ZS71_2$NValve closed",,"DN01:I.DATA[0].21"
COMMENT,"","DN01:I","=5_1_1ZS71_3$NValve open",,"DN01:I.DATA[0].22"
COMMENT,"","DN01:I","=5_1_1ZS71_3$NValve closed",,"DN01:I.DATA[0].23"
UNUSED_COMMENT,"","DN01:I","=5_1_1VBCM05$NValve open",,"DN01:I.DATA[1].0"
UNUSED_COMMENT,"","DN01:I","=5_1_1VBCM05$NValve closed",,"DN01:I.DATA[1].1"
UNUSED_COMMENT,"","DN01:I","=5_1_1VBCM15$NValve open",,"DN01:I.DATA[1].2"
UNUSED_COMMENT,"","DN01:I","=5_1_1VBCM15$NValve closed",,"DN01:I.DATA[1].3"
UNUSED_COMMENT,"","DN01:I","=5_1_1VBCM16$NValve open",,"DN01:I.DATA[1].4"
UNUSED_COMMENT,"","DN01:I","=5_1_1VBCM16$NValve closed",,"DN01:I.DATA[1].5"
UNUSED_COMMENT,"","DN01:I","=5_1_1ZBC26$NValve open",,"DN01:I.DATA[1].6"
UNUSED_COMMENT,"","DN01:I","=5_1_1ZBC26$NValve closed",,"DN01:I.DATA[1].7"
UNUSED_COMMENT,"","DN01:I","=5_1_1ZBC31$NValve open",,"DN01:I.DATA[2].0"
UNUSED_COMMENT,"","DN01:I","=5_1_1ZBC31$NValve closed",,"DN01:I.DATA[2].1"
UNUSED_COMMENT,"","DN01:I","=5_1_1ZS71_1$NValve open",,"DN01:I.DATA[2].2"
UNUSED_COMMENT,"","DN01:I","=5_1_1ZS71_1$NValve closed",,"DN01:I.DATA[2].3"
UNUSED_COMMENT,"","DN01:I","=5_1_1ZS71_2$NValve open",,"DN01:I.DATA[2].4"
UNUSED_COMMENT,"","DN01:I","=5_1_1ZS71_2$NValve closed",,"DN01:I.DATA[2].5"
UNUSED_COMMENT,"","DN01:I","=5_1_1ZS71_3$NValve open",,"DN01:I.DATA[2].6"
UNUSED_COMMENT,"","DN01:I","=5_1_1ZS71_3$NValve closed",,"DN01:I.DATA[2].7"
TAG,"","DN01:O","","AB:1788_CN2DN_8Bytes:O:0",""
COMMENT,"","DN01:O","=5_1_1VF08$Nopen valve",,"DN01:O.DATA[0].0"
COMMENT,"","DN01:O","=5_1_1VBW19$Nopen valve",,"DN01:O.DATA[0].2"
COMMENT,"","DN01:O","=5_1_1VF14$Nopen valve",,"DN01:O.DATA[0].4"
COMMENT,"","DN01:O","=5_1_1VBCM06$Nopen valve",,"DN01:O.DATA[0].6"
COMMENT,"","DN01:O","=5_1_1VBCM05$Nopen valve",,"DN01:O.DATA[0].8"
COMMENT,"","DN01:O","=5_1_1VBCM15$Nclose valve",,"DN01:O.DATA[0].10"
COMMENT,"","DN01:O","=5_1_1VBCM16$Nopen valve",,"DN01:O.DATA[0].12"
UNUSED_COMMENT,"","DN01:O","=5_1_1VBCM05$Nopen valve",,"DN01:O.DATA[1].1"
UNUSED_COMMENT,"","DN01:O","=5_1_1VBCM15$Nclose valve",,"DN01:O.DATA[1].3"
UNUSED_COMMENT,"","DN01:O","=5_1_1VBCM16$Nopen valve",,"DN01:O.DATA[1].5"
TAG,"","DN01:S","","AB:1788_CN2DN_128Bytes:S:0",""
COMMENT,"","DN01:S","DeviceNet Node 3 Has Failed$N(off ControlNet$NNode/Rack 5)",,"DN01:S.DEVICEFAILUREREGISTER[0].3"
COMMENT,"","DN01:S","DeviceNet Node 3 Status Code$N(off ControlNet$NNode/Rack 5)$NAsco Sol. Block is DN Node 3",,"DN01:S.DEVICESTATUS[3]"
COMMENT,"","DN01:S","DeviceNet Node 5 Status Code$N(off ControlNet$NNode/Rack 5)$NCN2DN Module is DN Node 5",,"DN01:S.DEVICESTATUS[5]"
TAG,"","A5_1_1WT4_IND780_Node09:C","IH1 Weigh Scale PLC Configuration Data -","AB:CONTROLNET_MODULE:C:0",""
TAG,"","A5_1_1WT4_IND780_Node09:I","IH1 Weigh Scale PLC Input Data -","AB:CONTROLNET_MODULE_INT_8Bytes:I:0",""
COMMENT,"","A5_1_1WT4_IND780_Node09:I","IH1 Weigh Scale PLC Input Data - Word 3 - Slot 1 - Weight Analogue Data",,"A5_1_1WT4_IND780_Node09:I.DATA[2]"
COMMENT,"","A5_1_1WT4_IND780_Node09:I","IH1 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data",,"A5_1_1WT4_IND780_Node09:I.DATA[3]"
COMMENT,"","A5_1_1WT4_IND780_Node09:I","IH1 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - IND780 Update In Progress",,"A5_1_1WT4_IND780_Node09:I.DATA[3].14"
COMMENT,"","A5_1_1WT4_IND780_Node09:I","IH1 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - IND780 Data Is OK",,"A5_1_1WT4_IND780_Node09:I.DATA[3].15"
TAG,"","A5_1_1WT4_IND780_Node09:O","IH1 Weigh Scale PLC Output Data -","AB:CONTROLNET_MODULE_INT_4Bytes:O:0",""
COMMENT,"","A5_1_1WT4_IND780_Node09:O","IH1 Weigh Scale PLC Output Data - Word 0 - Slot 1 - Weight Analogue Data",,"A5_1_1WT4_IND780_Node09:O.DATA[0]"
COMMENT,"","A5_1_1WT4_IND780_Node09:O","IH1 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Weight Command Bit Data",,"A5_1_1WT4_IND780_Node09:O.DATA[1]"
TAG,"","A5_1_3WT4_IND780_Node11:C","IH3 Weigh Scale PLC Configuration Data -","AB:CONTROLNET_MODULE:C:0",""
TAG,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data -","AB:CONTROLNET_MODULE_INT_8Bytes:I:0",""
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data -",,"A5_1_3WT4_IND780_Node11:I.DATA"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 0 - Reserved for IND780 Overheads",,"A5_1_3WT4_IND780_Node11:I.DATA[0]"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 1 - Reserved for IND780 Overheads",,"A5_1_3WT4_IND780_Node11:I.DATA[1]"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 3 - Slot 1 - Weight Analogue Data",,"A5_1_3WT4_IND780_Node11:I.DATA[2]"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data",,"A5_1_3WT4_IND780_Node11:I.DATA[3]"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Feed (Material Xfer Mode Only)",,"A5_1_3WT4_IND780_Node11:I.DATA[3].0"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Fast Feed (Material Xfer Mode Only)",,"A5_1_3WT4_IND780_Node11:I.DATA[3].1"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Tollerance OK",,"A5_1_3WT4_IND780_Node11:I.DATA[3].2"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Under Low Tollerance",,"A5_1_3WT4_IND780_Node11:I.DATA[3].3"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Over High Tollerance",,"A5_1_3WT4_IND780_Node11:I.DATA[3].4"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Comparator 3",,"A5_1_3WT4_IND780_Node11:I.DATA[3].5"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Comparator 2",,"A5_1_3WT4_IND780_Node11:I.DATA[3].6"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Comparator 1",,"A5_1_3WT4_IND780_Node11:I.DATA[3].7"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Local Enter Key Is Pressed",,"A5_1_3WT4_IND780_Node11:I.DATA[3].8"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Discrete Input 1",,"A5_1_3WT4_IND780_Node11:I.DATA[3].9"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Discrete Input 2",,"A5_1_3WT4_IND780_Node11:I.DATA[3].10"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Discrete Input 3",,"A5_1_3WT4_IND780_Node11:I.DATA[3].11"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Scale Is In Motion",,"A5_1_3WT4_IND780_Node11:I.DATA[3].12"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - Scale Is In Net Mode",,"A5_1_3WT4_IND780_Node11:I.DATA[3].13"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - IND780 Update In Progress",,"A5_1_3WT4_IND780_Node11:I.DATA[3].14"
COMMENT,"","A5_1_3WT4_IND780_Node11:I","IH3 Weigh Scale PLC Input Data - Word 4 - Slot 1 - Scale Status Bit Data - IND780 Data Is OK",,"A5_1_3WT4_IND780_Node11:I.DATA[3].15"
TAG,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data -","AB:CONTROLNET_MODULE_INT_4Bytes:O:0",""
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data -",,"A5_1_3WT4_IND780_Node11:O.DATA"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 0 - Slot 1 - Weight Analogue Data",,"A5_1_3WT4_IND780_Node11:O.DATA[0]"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data",,"A5_1_3WT4_IND780_Node11:O.DATA[1]"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Select Bit 1",,"A5_1_3WT4_IND780_Node11:O.DATA[1].0"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Select Bit 2",,"A5_1_3WT4_IND780_Node11:O.DATA[1].1"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Select Bit 3",,"A5_1_3WT4_IND780_Node11:O.DATA[1].2"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Load Tare",,"A5_1_3WT4_IND780_Node11:O.DATA[1].3"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Clear",,"A5_1_3WT4_IND780_Node11:O.DATA[1].4"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Tare",,"A5_1_3WT4_IND780_Node11:O.DATA[1].5"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Print",,"A5_1_3WT4_IND780_Node11:O.DATA[1].6"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Zero",,"A5_1_3WT4_IND780_Node11:O.DATA[1].7"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Abort/Start Target",,"A5_1_3WT4_IND780_Node11:O.DATA[1].8"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Display Mode Bit 1",,"A5_1_3WT4_IND780_Node11:O.DATA[1].9"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Display Mode Bit 2",,"A5_1_3WT4_IND780_Node11:O.DATA[1].10"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Display Mode Bit 3",,"A5_1_3WT4_IND780_Node11:O.DATA[1].11"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Output Bit 1",,"A5_1_3WT4_IND780_Node11:O.DATA[1].12"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Output Bit 2",,"A5_1_3WT4_IND780_Node11:O.DATA[1].13"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Output Bit 3",,"A5_1_3WT4_IND780_Node11:O.DATA[1].14"
COMMENT,"","A5_1_3WT4_IND780_Node11:O","IH3 Weigh Scale PLC Output Data - Word 1 - Slot 1 - Scale Command Bit Data - Load Target",,"A5_1_3WT4_IND780_Node11:O.DATA[1].15"
TAG,"","R02:0:C","","AB:1794_IB16:C:0",""
ALIAS,"","R02:0:I","","","R02:I.Data[0]"
COMMENT,"","R02:0:I","=RES$NReserve",,"R02:0:I.0"
COMMENT,"","R02:0:I","=4_1_2SO62$NValve closed",,"R02:0:I.1"
COMMENT,"","R02:0:I","=4_1_2ZF62$NValve closed$N",,"R02:0:I.2"
COMMENT,"","R02:0:I","=4_1_2ZF62$NValve open$N",,"R02:0:I.3"
COMMENT,"","R02:0:I","=4_1_2VBW4$NValve closed",,"R02:0:I.4"
COMMENT,"","R02:0:I","=4_1_2VBW4$NValve open",,"R02:0:I.5"
COMMENT,"","R02:0:I","=5_1_0HS2$Nsafety positionning injection system BF5",,"R02:0:I.6"
COMMENT,"","R02:0:I","=5_1_2HS1$Nsafety positionning IH2",,"R02:0:I.7"
COMMENT,"","R02:0:I","=5_1_2HS2$Nsafety positionning IH2",,"R02:0:I.8"
COMMENT,"","R02:0:I","=5_1_2HS3$Nsafety positionning IH2",,"R02:0:I.9"
COMMENT,"","R02:0:I","=5_1_2WT4$Nalarming weight IH2",,"R02:0:I.10"
COMMENT,"","R02:0:I","=5_1_2LS1$Nlevel MAX IH2",,"R02:0:I.11"
COMMENT,"","R02:0:I","=5_1_2VB09$NValve closed",,"R02:0:I.12"
COMMENT,"","R02:0:I","=5_1_2VB09$NValve open",,"R02:0:I.13"
COMMENT,"","R02:0:I","=5_1_2VS13$NValve closed",,"R02:0:I.14"
COMMENT,"","R02:0:I","=5_1_2VS13$NValve open",,"R02:0:I.15"
TAG,"","R02:1:C","","AB:1794_IB16:C:0",""
ALIAS,"","R02:1:I","","","R02:I.Data[1]"
COMMENT,"","R02:1:I","=5_1_2VB01$NValve closed",,"R02:1:I.0"
COMMENT,"","R02:1:I","=5_1_2VB01$NValve open",,"R02:1:I.1"
COMMENT,"","R02:1:I","=5_1_2VBCM04$NValve closed",,"R02:1:I.2"
COMMENT,"","R02:1:I","=5_1_2VBCM04$NValve open",,"R02:1:I.3"
COMMENT,"","R02:1:I","=5_1_2ZS01$NValve closed",,"R02:1:I.4"
COMMENT,"","R02:1:I","=5_1_2ZS01$NValve open",,"R02:1:I.5"
COMMENT,"","R02:1:I","=5_1_2ZBC21$NValve closed",,"R02:1:I.6"
COMMENT,"","R02:1:I","=5_1_2ZBC21$NValve open",,"R02:1:I.7"
COMMENT,"","R02:1:I","=5_1_0VF1$NValve closed",,"R02:1:I.8"
COMMENT,"","R02:1:I","=5_1_0VF1$NValve open",,"R02:1:I.9"
COMMENT,"","R02:1:I","=5_1_0VF2$NValve closed",,"R02:1:I.10"
COMMENT,"","R02:1:I","=5_1_0VF2$NValve open",,"R02:1:I.11"
COMMENT,"","R02:1:I","=5_2_2ZBC11$NValve closed$N",,"R02:1:I.12"
COMMENT,"","R02:1:I","=5_2_2ZBC11$NValve open$N",,"R02:1:I.13"
COMMENT,"","R02:1:I","=A5_1_2VC11$NValve cosed$N",,"R02:1:I.14"
COMMENT,"","R02:1:I","=RES$NReserve",,"R02:1:I.15"
TAG,"","R02:2:C","","AB:1794_DO16:C:0",""
ALIAS,"","R02:2:O","","","R02:O.Data[2]"
TAG,"","R02:3:C","","AB:1794_IE8:C:0",""
TAG,"","R02:3:I","","AB:1794_IE8:I:1",""
COMMENT,"","R02:3:I","=5_1_0PT3$Npressure low pressure vessel PV1",,"R02:3:I.CH0DATA"
COMMENT,"","R02:3:I","=5_1_2PDT2$Nscalping device IH2",,"R02:3:I.CH1DATA"
COMMENT,"","R02:3:I","=5_1_2PIT1$Npressure IH2",,"R02:3:I.CH2DATA"
COMMENT,"","R02:3:I","=5_1_2VC02$Nactaul value",,"R02:3:I.CH3DATA"
COMMENT,"","R02:3:I","=5_1_2VC07$Nactaul value",,"R02:3:I.CH4DATA"
COMMENT,"","R02:3:I","=5_1_2VC11$Nactaul value",,"R02:3:I.CH5DATA"
COMMENT,"","R02:3:I","=5_1_2WT4$Nweight IH2",,"R02:3:I.CH6DATA"
COMMENT,"","R02:3:I","=5_1_2FT3$NFluidizing flow IH2 raw signal from PDT measurement",,"R02:3:I.CH7DATA"
COMMENT,"","R02:3:I","=5_1_0PT3$Npressure low pressure vessel PV1",,"R02:3:I.CH0UNDERRANGE"
COMMENT,"","R02:3:I","=5_1_2PDT2$Nscalping device IH2",,"R02:3:I.CH1UNDERRANGE"
COMMENT,"","R02:3:I","=5_1_2PIT1$Npressure IH2",,"R02:3:I.CH2UNDERRANGE"
COMMENT,"","R02:3:I","=5_1_2VC02$Nactaul value",,"R02:3:I.CH3UNDERRANGE"
COMMENT,"","R02:3:I","=5_1_2VC07$Nactaul value",,"R02:3:I.CH4UNDERRANGE"
COMMENT,"","R02:3:I","=5_1_2VC11$Nactaul value",,"R02:3:I.CH5UNDERRANGE"
COMMENT,"","R02:3:I","=5_1_2WT4$Nweight IH2",,"R02:3:I.CH6UNDERRANGE"
COMMENT,"","R02:3:I","=5_1_2FT3$NFluidizing flow IH2 raw signal from PDT measurement",,"R02:3:I.CH7UNDERRANGE"
TAG,"","R02:4:C","","AB:1794_IE8:C:0",""
TAG,"","R02:4:I","","AB:1794_IE8:I:1",""
COMMENT,"","R02:4:I","=5_1_0TT1$Ntemperature IH N2 supply",,"R02:4:I.CH0DATA"
COMMENT,"","R02:4:I","=5_2_2PT41$Npressure conveying line DN125",,"R02:4:I.CH1DATA"
